ID,name,information,weight,alias,birthDate,birthPlace,birthYear,debutTeam,draftYear,formerTeam,height,position,team
466,Andrew Gardner (American football),Andrew James Gardner (born April 4 1986) is an American football offensive tackle for the Philadelphia Eagles of the National Football League. He was drafted by the Miami Dolphins in the sixth round of the 2009 NFL Draft. He played college football at Georgia Tech.He has also been a member of the Baltimore Ravens Cincinnati Bengals and Houston Texans.,140.1624,NULL,4/4/1986,Chamblee Georgia,1986-01-01T00:00:00+02:00,Miami Dolphins,2009-01-01T00:00:00+02:00,{Baltimore Ravens|Cincinnati Bengals|Houston Texans|Miami Dolphins|Philadelphia Eagles},1.9812,NULL,Philadelphia Eagles
468,Andrew Hartline,Andrew Ryan Hartline (born September 1 1985 in Berrien Springs Michigan) is a free agent American football guard who last played for the Miami Dolphins of the National Football League. He was signed by the Green Bay Packers as an undrafted free agent in 2009. He played college football at Central Michigan.,134.7192,NULL,9/1/1985,NULL,1985-01-01T00:00:00+02:00,NULL,NULL,{Green Bay Packers|Miami Dolphins},1.9558,NULL,Free agent
469,Andrew Hawkins,Andrew Austin Wyatt Hawkins (born March 10 1986) is an American football wide receiver for the Cleveland Browns of the National Football League. He previously played for the NFL's Cincinnati Bengals and St. Louis Rams and also for the Montreal Alouettes in the Canadian Football League where he was part of back-to-back Grey Cup Championships. He played college football for the Toledo Rockets from 2004 to 2007.,79.38,NULL,3/10/1986,NULL,1986-01-01T00:00:00+02:00,Montreal Alouettes,NULL,{Cincinnati Bengals|Cleveland Browns|St. Louis Rams|Montreal Alouettes},1.7018,Wide receiver,Cleveland Browns
472,Andrew Luck,Andrew Austen Luck (born September 12 1989) is an American football quarterback for the Indianapolis Colts of the National Football League (NFL). He played college football for Stanford University won the Maxwell Award and Walter Camp Award as college football's player of the year and was recognized as an All-American. He was the runner-up for the Heisman Trophy in both 2010 and 2011. He was named the Offensive Player of the Year in the Pac-12 (Pac-10) Conference in both 2010 and 2011.,108.4104,{Luck Andrew Austen|Luck Andrew A.},9/12/1989,Washington D.C.,1989-01-01T00:00:00+02:00,Indianapolis Colts,2012-01-01T00:00:00+02:00,Indianapolis Colts,1.9304,Quarterback,Indianapolis Colts
474,Andrew McDonald (American football),Andrew McDonald is an American football offensive tackle for the Carolina Panthers. He began his NFL career with the Miami Dolphins after going undrafted out of Indiana University in 2012.McDonald was identified in the Wells Report as Player A one of the personnel allegedly bullied by Richie Incognito and other members of the Dolphins.,140.616,NULL,9/8/1988,Indianapolis,1988-01-01T00:00:00+02:00,Miami Dolphins,NULL,{Carolina Panthers|Miami Dolphins},1.9812,Tackle (American and Canadian football),Carolina Panthers
478,Andrew Pinnock,Andrew Pinnock (born March 12 1980 in Hartford Connecticut) is an American football fullback who last played for the Florida Tuskers of the United Football League. He was drafted by the San Diego Chargers in the seventh round of the 2003 NFL Draft. He played college football at South Carolina.Pinnock has also played for the Denver Broncos.,113.4,NULL,3/12/1980,NULL,1980-01-01T00:00:00+02:00,San Diego Chargers,2003-01-01T00:00:00+02:00,{Denver Broncos|San Diego Chargers|Virginia Destroyers},1.778,NULL,NULL
479,Andrew Quarless,Andrew Christopher Quarless (born October 6 1988) is an American football player for the Green Bay Packers of the National Football League. He played college football at Penn State under Joe Paterno. He was drafted by the Packers in the fifth round of the 2010 NFL Draft.,114.3072,NULL,10/6/1988,Brooklyn New York,1988-01-01T00:00:00+02:00,Green Bay Packers,2010-01-01T00:00:00+02:00,Green Bay Packers,1.9304,NULL,Green Bay Packers
481,Andrew Sendejo,Andrew Victor Sendejo (born September 9 1987) is an American football safety for the Minnesota Vikings of the National Football League. He was signed by the Sacramento Mountain Lions as a street free agent in 2010. He played college football at Rice. He has also played for the Dallas Cowboys and New York Jets.,102.06,NULL,9/9/1987,San Antonio,1987-01-01T00:00:00+02:00,Dallas Cowboys,NULL,{Dallas Cowboys|Minnesota Vikings|New York Jets|Sacramento Mountain Lions},1.8542,NULL,Minnesota Vikings
484,Andrew Szczerba,Andrew Joseph Szczerba (born July 16 1988) is an American football tight end who currently plays for the Atlanta Falcons of the National Football League (NFL). He was a member of the Penn State Nittany Lions college football team for five seasons but only played in three due to injury. After a senior college football season in which he faced adversity with the killing of his uncle Szczerba signed with the Dallas Cowboys as an undrafted free agent after the 2012 NFL Draft.,NULL,NULL,7/16/1988,Wilmington Delaware,1988-01-01T00:00:00+02:00,NULL,NULL,{Atlanta Falcons|Dallas Cowboys},NULL,Tight end,Atlanta Falcons
487,Andrew Whitworth,Andrew James Whitworth (born December 12 1981) is an American football offensive lineman for the Cincinnati Bengals of the National Football League (NFL). He played college football for Louisiana State University (LSU). He was chosen in the second round of the 2006 NFL Draft.,149.688,{Whitworth Andrew James|Whitworth Andrew J.},12/12/1981,Monroe Louisiana,1981-01-01T00:00:00+02:00,Cincinnati Bengals,2006-01-01T00:00:00+02:00,Cincinnati Bengals,2.0066,Guard (American and Canadian football),Cincinnati Bengals
491,Andy Alleman,Andrew Andy Alleman (born November 20 1983 in Akron Ohio) is an American football guard. Alleman last played for the Indianapolis Colts of the National Football League in 2010. He was drafted by the New Orleans Saints in the third round of the 2007 NFL Draft. He played college football at Akron.Alleman has also played for the Miami Dolphins and Kansas City Chiefs.,140.616,NULL,11/20/1983,Akron Zips football,1983-01-01T00:00:00+02:00,Miami Dolphins,2007-01-01T00:00:00+02:00,{Indianapolis Colts|Miami Dolphins|New Orleans Saints|Kansas City Chiefs},1.9304,NULL,NULL
493,Andy Dalton,Andrew Gregory Dalton (born October 29 1987) is an American football quarterback for the Cincinnati Bengals of the National Football League (NFL). He played college football at Texas Christian University (TCU). In his final college game the 2011 Rose Bowl against the Wisconsin Badgers Andy Dalton led the Horned Frogs to a 21-19 victory.,99.792,{Dalton Andrew Gregory|Dalton Andrew G.},10/29/1987,Katy Texas,1987-01-01T00:00:00+02:00,San Diego Chargers,2011-01-01T00:00:00+02:00,Cincinnati Bengals,1.8796,Quarterback,Cincinnati Bengals
505,Andy Lee (American football),Andrew Paul Lee (born August 11 1982) is an American football punter for the San Francisco 49ers of the National Football League (NFL). He played college football for the University of Pittsburgh and was drafted by the San Francisco 49ers in the sixth round of the 2004 NFL Draft. He was selected to the Pro Bowl following the 2007 2009 and 2011 seasons. In 2012 he received a contract extension through 2018 that made him the third highest-paid punter in the league.,81.648,{Lee Andrew Paul| Lee Andrew P.},8/11/1982,Westminster South Carolina,1982-01-01T00:00:00+02:00,San Francisco 49ers,2004-01-01T00:00:00+02:00,San Francisco 49ers,1.8796,Punter (football),San Francisco 49ers
506,Andy Levitre,Andrew Steven Levitre  born May 15 1986) is an American football offensive guard for the Tennessee Titans of the National Football League. He was drafted by the Buffalo Bills in the second round 51st overall in the 2009 NFL Draft. He played college football for the Oregon State Beavers.,137.4408,NULL,5/15/1986,Los Gatos California,1986-01-01T00:00:00+02:00,Buffalo Bills,2009-01-01T00:00:00+02:00,{Buffalo Bills|Tennessee Titans},1.8796,NULL,Tennessee Titans
509,Andy Mulumba,Andy Leon Mulumba Kabaluapa (born January 31 1990 in Luputa Congo) is an American football linebacker for the Green Bay Packers of National Football League. He was signed by the Packers as an undrafted free agent in 2013. He played college football for Eastern Michigan. He was drafted by the Winnipeg Blue Bombers second overall in the 2013 CFL Draft despite having signed with the Packers.,117.936,NULL,1/31/1990,Montreal Qebec,1990-01-01T00:00:00+02:00,Green Bay Packers,NULL,Green Bay Packers,1.905,Linebacker,Green Bay Packers
516,Andy Studebaker,Andrew Studebaker (born September 16 1985) is an American football outside linebacker who plays for the Indianapolis Colts of National Football League (NFL). He was drafted by the Philadelphia Eagles in the sixth round (203rd overall) of the 2008 NFL Draft. He played college football at Wheaton (IL). He is a descendant of the Studebaker brothers creators of the now-defunct automobile by the same name.,112.4928,NULL,9/16/1985,Congerville Illinois,1985-01-01T00:00:00+02:00,Kansas City Chiefs,2008-01-01T00:00:00+02:00,{Indianapolis Colts|Jacksonville Jaguars|Philadelphia Eagles|Kansas City Chiefs},1.905,Linebacker,Indianapolis Colts
523,Angelo Craig,Angelo Craig (born September 5 1985 in Cleveland Ohio) is a gridiron football defensive end who is currently a free agent. He most recently played for the Hamilton Tiger-Cats of the Canadian Football League. He was drafted by the Cincinnati Bengals in the seventh round of the 2008 NFL Draft. He played college football at Cincinnati.Craig has also been a member of the Carolina Panthers and New England Patriots.,111.132,NULL,9/5/1985,NULL,1985-01-01T00:00:00+02:00,NULL,2008-01-01T00:00:00+02:00,{Carolina Panthers|Cincinnati Bengals|New England Patriots|Hamilton Tiger-Cats},1.9558,NULL,Free agent
527,Anthony Alabi,Anthony Abayomi Alabi born February 16 1981 in San Antonio Texas) is an American football offensive tackle who is currently a free agent. He was drafted by the Miami Dolphins in the fifth round of the 2005 NFL Draft. He played college football at Texas Christian.Alabi has also been a member of the Kansas City Chiefs.,142.884,NULL,2/16/1981,NULL,1981-01-01T00:00:00+02:00,Miami Dolphins,2005-01-01T00:00:00+02:00,{Miami Dolphins|Tampa Bay Buccaneers|Kansas City Chiefs},1.9558,Tackle (American and Canadian football),NULL
528,Anthony Allen (running back),Anthony Allen (born August 6 1988) is an American football running back in the National Football League who is currently a Buffalo Bills. He was drafted by the Ravens in the seventh round of the 2011 NFL Draft. His freshman year of college he attended the University of Louisville and set freshman rushing records. He then played the rest of his college career at Georgia Tech. He attended Jesuit High School (Tampa),101.1528,NULL,8/6/1988,Tampa Florida,1988-01-01T00:00:00+02:00,Baltimore Ravens,2011-01-01T00:00:00+02:00,{Baltimore Ravens|Buffalo Bills},1.8542,Running back,Buffalo Bills
531,Anthony Armstrong (American football),Anthony Armstrong (born March 29 1983) is an American football wide receiver who is currently a free agent. He was signed as an undrafted free agent by the Miami Dolphins in 2008. He played college football at West Texas A&M.He was also a member of the Washington Redskins and Jacksonville Jaguars. Before joining the NFL Armstrong was a member of the Dallas Desperados of the Arena Football League and the Odessa Roughnecks of the Intense Football League.,81.1944,NULL,3/29/1983,Greencastle Indiana,1983-01-01T00:00:00+02:00,West Texas Roughnecks,NULL,{Dallas Cowboys|Jacksonville Jaguars|Miami Dolphins|Dallas Desperados|Washington Redskins|West Texas Roughnecks},1.8034,NULL,NULL
539,Anthony Castonzo,Anthony Salvatore Castonzo (born August 9 1988) is an American football offensive tackle with the Indianapolis Colts of the National Football League. After a college career at Boston College Castonzo was selected by the Indianapolis Colts with their first round draft pick in the 2011 NFL Draft.,139.2552,NULL,8/9/1988,Des Plaines Illinois,1988-01-01T00:00:00+02:00,Indianapolis Colts,2011-01-01T00:00:00+02:00,Indianapolis Colts,2.0066,Tackle (American and Canadian football),Indianapolis Colts
542,Anthony Collins (American football),Anthony Collins (born November 2 1985) is an American football offensive tackle for the Tampa Bay Buccaneers of the National Football League (NFL). He was drafted by the Cincinnati Bengals in the fourth round of the 2008 NFL Draft. He played college football at Kansas and was a member of the 2008 Orange Bowl championship team.,142.884,NULL,11/2/1985,Beaumont Texas,1985-01-01T00:00:00+02:00,Cincinnati Bengals,2008-01-01T00:00:00+02:00,{Cincinnati Bengals|Tampa Bay Buccaneers},1.9558,Tackle (American and Canadian football),Tampa Bay Buccaneers
545,Anthony Davis (offensive tackle born 1980),Anthony Sherrod Davis (born March 27 1980) is a retired American football offensive tackle. He was signed by the Tampa Bay Buccaneers as an undrafted free agent in 2003. He played college football at Virginia Tech.Davis has also been signed to the St. Louis Rams and New Orleans Saints.He was released by the San Diego Chargers on August 31 2012.,146.0592,NULL,3/27/1980,Paterson New Jersey,1980-01-01T00:00:00+02:00,Tampa Bay Buccaneers,NULL,{New Orleans Saints|San Diego Chargers|Tampa Bay Buccaneers|St. Louis Rams|Virginia Destroyers},1.9304,Tackle (American and Canadian football),NULL
546,Anthony Davis (offensive tackle born 1989),Anthony Davis (born October 11 1989) is an American football offensive tackle for the San Francisco 49ers of the National Football League (NFL). Davis was drafted in the 1st round (11th overall) of the 2010 NFL Draft by the 49ers. He played college football at Rutgers University.,146.5128,NULL,10/11/1989,Piscataway New Jersey,1989-01-01T00:00:00+02:00,San Francisco 49ers,2010-01-01T00:00:00+02:00,San Francisco 49ers,1.9558,Tackle (American and Canadian football),San Francisco 49ers
551,Anthony Fasano,Anthony Joseph Fasano (born April 20 1984) is an American football tight end for the Kansas City Chiefs of the National Football League. He was drafted by the Dallas Cowboys in the second round of the 2006 NFL Draft. He played college football at Notre Dame. Fasano has also played for the Miami Dolphins.During the 2012-13 season Fasano was the surest TE in the NFL catching 100% of the passes thrown to him.,115.668,NULL,4/20/1984,Glen Ridge New Jersey,1984-01-01T00:00:00+02:00,Dallas Cowboys,2006-01-01T00:00:00+02:00,{Dallas Cowboys|Miami Dolphins|Kansas City Chiefs},1.9304,Tight end,Kansas City Chiefs
555,Anthony Gaitor,Anthony Gaitor (born October 9 1988) is an American football cornerback for the Tampa Bay Buccaneers of the National Football League (NFL). He was drafted by the Buccaneers in the seventh round of the 2011 NFL Draft. He played college football at Florida International.,82.5552,NULL,10/9/1988,Miami Florida,1988-01-01T00:00:00+02:00,Tampa Bay Buccaneers,2011-01-01T00:00:00+02:00,Tampa Bay Buccaneers,1.778,NULL,Tampa Bay Buccaneers
556,Anthony Gonzalez,Anthony E. Gonzalez (born September 18 1984) is an American football wide receiver who is currently a free agent. He was drafted by the Indianapolis Colts in the first round of the 2007 NFL Draft. He played college football at Ohio State.,87.5448,NULL,9/18/1984,NULL,1984-01-01T00:00:00+02:00,Indianapolis Colts,2007-01-01T00:00:00+02:00,{Indianapolis Colts|New England Patriots},1.8288,Wide receiver,Free agent
560,Anthony Harris (defensive lineman),Anthony Harris (born December 24 1981 in Mississippi) is an American football defensive tackle who is currently a free agent. He was signed by the Rock River Raptors as a street free agent in 2005. He played college football at Western New Mexico.He has also been a member of the California Redwoods.,130.1832,NULL,12/24/1981,Mississippi,1981-01-01T00:00:00+02:00,Rock River Raptors,NULL,{Carolina Panthers|New York Jets|Chicago Slaughter|Rock River Raptors|Sacramento Mountain Lions|Nebraska Danger|Milwaukee Mustangs},1.905,Tackle (American and Canadian football),NULL
567,Anthony Hill (American football),Anthony Hill (born January 2 1985) is an American football tight end who is currently a free agent. He was drafted by the Houston Texans in the fourth round of the 2009 NFL Draft. Hill attended Clear Brook High School in Friendswood Texas. He played college football at North Carolina State.Hill has also been a member of the Philadelphia Eagles.,125.6472,NULL,1/2/1985,Friendswood Texas,1985-01-01T00:00:00+02:00,Houston Texans,2009-01-01T00:00:00+02:00,{Houston Texans|Indianapolis Colts|Philadelphia Eagles},1.9812,Tight end,NULL
570,Anthony Levine,Anthony Levine (born March 27 1987 in Abbeville Louisiana) is an American football safety for the Baltimore Ravens of the National Football League. He played college football at Tennessee State.,90.2664,NULL,3/27/1987,Abbeville Louisiana,1987-01-01T00:00:00+02:00,Baltimore Ravens,NULL,{Baltimore Ravens|Green Bay Packers},1.8034,NULL,Baltimore Ravens
572,Anthony Maddox,Anthony Maddox (born November 22 1978 in Moultrie Georgia) is an American football defensive tackle who is currently a free agent. He was drafted by the Jacksonville Jaguars in the fourth round of the 2004 NFL Draft. He played college football at Delta State.,133.812,NULL,11/22/1978,NULL,1978-01-01T00:00:00+02:00,Jacksonville Jaguars,2004-01-01T00:00:00+02:00,{Houston Texans|Jacksonville Jaguars|Edmonton Eskimos},1.8542,Tackle (American and Canadian football),NULL
573,Anthony Madison,Anthony David Madison (born October 8 1981 in Thomasville Alabama) is an American football defensive back for the Pittsburgh Steelers of the National Football League. He was signed by the Steelers as an undrafted free agent in 2006. He played college football at Alabama.Madison has also played for the Tampa Bay Buccaneers Cleveland Browns Indianapolis Colts and the Detroit Lions.,81.648,NULL,10/8/1981,Thomasville Alabama,1981-01-01T00:00:00+02:00,Pittsburgh Steelers,NULL,{Cleveland Browns|Detroit Lions|Indianapolis Colts|Pittsburgh Steelers|Tampa Bay Buccaneers},1.7526,NULL,NULL
574,Anthony Maggiacomo,Anthony Maggiacomo (born April 25 1984 in Cambridge Ontario) is a professional Canadian football linebacker who last played for the Montreal Alouettes of the Canadian Football League. He was signed by the Winnipeg Blue Bombers as an undrafted free agent in 2008. He played CIS Football for the Wilfrid Laurier Golden Hawks.,100.6992,NULL,4/25/1984,NULL,1984-01-01T00:00:00+02:00,Winnipeg Blue Bombers,NULL,{Montreal Alouettes|Winnipeg Blue Bombers},1.8796,NULL,NULL
581,Anthony Miller (tight end),Anthony Joseph Miller (born January 1 1990) is an American football tight end who is currently a free agent. He played college football at California.,NULL,NULL,1990-01-01,San Jose California,1990-01-01T00:00:00+02:00,NULL,NULL,{Atlanta Falcons|Denver Broncos|San Diego Chargers},NULL,Tight end,Free agent
597,Anthony Sherman,Anthony Sherman (born December 11 1988) is an American football fullback for the Kansas City Chiefs of the National Football League. He was drafted by the Arizona Cardinals in the fifth round of the 2011 NFL Draft. He played college football at Connecticut. He played high school football at North Attleboro High School in North Attleboro Massachusetts and was named the Massachusetts Gatorade Player of the Year in 2006.,109.7712,NULL,12/11/1988,North Attleborough Massachusetts,1988-01-01T00:00:00+02:00,Arizona Cardinals,2011-01-01T00:00:00+02:00,{Arizona Cardinals|Kansas City Chiefs},1.778,NULL,Kansas City Chiefs
598,Anthony Shutt,Anthony Allen Shutt (born October 8 1987) is an American football defensive back for the Orlando Predators of the Arena Football League (AFL). He played college football for Florida A&M University. He was signed as a free agent by the Columbus Lions in 2013.,86.184,NULL,10/8/1987,Pontiac Michigan,1987-01-01T00:00:00+02:00,Knoxville NightHawks,NULL,{Orlando Predators|Columbus Lions|Knoxville NightHawks},1.8288,NULL,Orlando Predators
602,Anthony Spencer,Anthony E. Spencer II (born January 23 1984) is an American football defensive end for the Dallas Cowboys of the National Football League (NFL). He played college football for Purdue University. He was drafted by the Cowboys 26th overall in the 2007 NFL Draft.,118.8432,NULL,1/23/1984,Fort Wayne Indiana,1984-01-01T00:00:00+02:00,Dallas Cowboys,2007-01-01T00:00:00+02:00,Dallas Cowboys,1.905,Defensive end,Dallas Cowboys
608,Anthony Waters,Anthony D. Waters (born July 25 1985) is a former American football linebacker. He was drafted by the San Diego Chargers in the third round of the 2007 NFL Draft. He played college football at Clemson.,107.9568,NULL,7/25/1984,Dillon South Carolina,1984-01-01T00:00:00+02:00,San Diego Chargers,2007-01-01T00:00:00+02:00,{Buffalo Bills|New Orleans Saints|San Diego Chargers},1.905,NULL,NULL
614,Antoine Bethea,Antoine Akeem Bethea born July 27 1984) is an American football safety for the San Francisco 49ers of the National Football League (NFL). He played college football for Howard University. He was drafted by the Indianapolis Colts in the sixth round of the 2006 NFL Draft. He has been selected for the Pro Bowl twice.,92.988,NULL,7/27/1984,Savannah Georgia,1984-01-01T00:00:00+02:00,Indianapolis Colts,2006-01-01T00:00:00+02:00,{Indianapolis Colts|San Francisco 49ers},1.8034,Safety (American and Canadian football position),San Francisco 49ers
615,Antoine Caldwell,Antoine Caldwell (born April 19 1986) is an American football guard in the National Football League (NFL). He played college football for the University of Alabama and earned All-American honors. He was drafted by the Houston Texans in the third round of the 2009 NFL Draft.,142.884,NULL,4/19/1986,Montgomery Alabama|Tallassee Alabama,1986-01-01T00:00:00+02:00,Houston Texans,2009-01-01T00:00:00+02:00,{Buffalo Bills|Houston Texans},1.905,Guard (American and Canadian football),NULL
617,Antoine Cason,Antoine Brandon Cason (born July 9 1986) is an American football cornerback for the Carolina Panthers of the National Football League (NFL). He played college football for the University of Arizona where he was recognized as an All-American and won the Jim Thorpe Award. He was drafted by the San Diego Chargers in the first round of the 2008 NFL Draft. He has also played for the Arizona Cardinals.,88.452,{Cason Antoine Brandon|Cason Antoine B.},7/9/1986,Long Beach California,1986-01-01T00:00:00+02:00,San Diego Chargers,2008-01-01T00:00:00+02:00,{Arizona Cardinals|Carolina Panthers|San Diego Chargers},1.8542,Cornerback,Carolina Panthers
619,Antoine McClain,Antoine McClain (born December 6 1989) is an American football offensive guard for the Buffalo Bills of the National Football League (NFL). He initially signed with the Baltimore Ravens as an undrafted free agent in 2012. Originally from Anniston Alabama McClain played college football at Clemson University.,152.4096,NULL,12/6/1989,Anniston Alabama,1989-01-01T00:00:00+02:00,NULL,NULL,{Baltimore Ravens|Buffalo Bills|Oakland Raiders},1.9558,NULL,Buffalo Bills
625,Antone Smith,Antone Smith (born September 17 1985) is an American football running back for the Atlanta Falcons of the National Football League. He was signed by the Detroit Lions as an undrafted free agent in 2009. He played college football at Florida State.Smith has also been a member of the Minnesota Vikings and Houston Texans.,87.0912,NULL,9/17/1985,Pahokee Florida,1985-01-01T00:00:00+02:00,Atlanta Falcons,NULL,{Atlanta Falcons|Detroit Lions|Houston Texans|Minnesota Vikings},1.7526,NULL,Atlanta Falcons
626,Antonio Allen,Antonio Allen (born September 23 1988) is an American football free safety for the New York Jets of the National Football League (NFL). He was drafted by the New York Jets in the seventh round of the 2012 NFL Draft. He played college football at South Carolina.,NULL,NULL,9/23/1988,Ocala Florida,1988-01-01T00:00:00+02:00,New York Jets,2012-01-01T00:00:00+02:00,New York Jets,NULL,Safety (American and Canadian football position),New York Jets
630,Antonio Brown (wide receiver born 1988),Antonio Brown (born July 10 1988) is an American football wide receiver and punt returner for the Pittsburgh Steelers of the National Football League (NFL). He played college football for Central Michigan University and was named a first-team All-American by The Sporting News as a punt returner in 2008 and 2009. In his junior year Brown hauled in 110 receptions for 1198 yards and 9 touchdowns.,84.3696,NULL,7/10/1988,Miami,1988-01-01T00:00:00+02:00,Pittsburgh Steelers,2010-01-01T00:00:00+02:00,Pittsburgh Steelers,1.778,{Punt returner|Wide receiver},Pittsburgh Steelers
636,Antonio Dixon,Antonio Dixon (born July 17 1985) is an American football nose tackle in the National Football League (NFL). He was signed as an undrafted free agent by the Washington Redskins in 2009. He played for the Eagles from 2009-2011 before being waived during final roster cuts and played for the Indianapolis Colts in 2012. He played college football at the University of Miami.,146.0592,NULL,7/17/1985,Miami Florida,1985-01-01T00:00:00+02:00,Philadelphia Eagles,NULL,{Indianapolis Colts|Philadelphia Eagles|Washington Redskins},1.905,Tackle (American and Canadian football),NULL
639,Antonio Gates,Antonio Ethan Gates Jr. (born June 18 1980) is an American football tight end for the San Diego Chargers of the National Football League (NFL). He has been selected onto the Pro Bowl eight times and is a five time NFL All-Pro. Gates was signed as an undrafted free agent in 2003 after playing college basketball for Kent State University. He attended college at Kent State his junior and senior years after brief stints at Michigan State University and Eastern Michigan University.,115.668,{Gates Antonio Ethan Jr.|Gates Anotnio E. Jr.},6/18/1980,Detroit,1980-01-01T00:00:00+02:00,San Diego Chargers,NULL,San Diego Chargers,1.9304,Tight end,San Diego Chargers
649,Antonio Robinson,Antonio Robinson (born on November 11 1985 in Miami Florida) is an American football wide receiver who is currently a free agent. He was signed by the Chicago Bears as an undrafted free agent in 2010. He played college football for Nicholls State University. He most recently was a member of the Winnipeg Blue Bombers of the Canadian Football League but was cut April 17th 2014 during Training Camp.,88.452,NULL,11/30/1985,NULL,1985-01-01T00:00:00+02:00,Omaha Nighthawks,NULL,{Chicago Bears|Green Bay Packers|Winnipeg Blue Bombers|New Orleans VooDoo|Omaha Nighthawks},1.905,Wide receiver,NULL
654,Antrel Rolle,Antrel Rocelious Rolle (born December 16 1982) is an American football safety for the New York Giants of the National Football League (NFL). He played college football for the University of Miami where he was recognized as an All-American. The Arizona Cardinals chose him in the first round of the 2005 NFL Draft and he was a member of the New York Giants' Super Bowl XLVI championship team.,93.4416,{Rolle Antrel Rocelious|Rolle Antrel R.},12/16/1982,Homestead Florida,1982-01-01T00:00:00+02:00,Arizona Cardinals,2005-01-01T00:00:00+02:00,{Arizona Cardinals|New York Giants},1.8288,{Cornerback|Safety (American and Canadian football position)},New York Giants
659,Antwan Applewhite,Antwan Deandre Applewhite (born December 31 1985) is an American football defensive end who is currently a free agent. He most recently played for the Miami Dolphins of the National Football League (NFL). He was signed by the San Diego Chargers as an undrafted free agent in 2007. He played college football at San Diego State.He has also been a member of the San Francisco 49ers and the Carolina Panthers.,117.0288,NULL,12/31/1985,NULL,1985-01-01T00:00:00+02:00,San Diego Chargers,NULL,{Carolina Panthers|Miami Dolphins|San Diego Chargers|San Francisco 49ers},1.905,NULL,NULL
670,Antwon Blake,Antwon Valentino Blake (born August 9 1990) is an American football cornerback and special teamer for the Pittsburgh Steelers. He was signed by the Jacksonville Jaguars as an undrafted free agent in 2012. He played college football at Texas El Paso (UTEP).,89.8128,NULL,1990-08-08,Jacksonville Florida,1990-01-01T00:00:00+02:00,Jacksonville Jaguars,NULL,{Jacksonville Jaguars|Pittsburgh Steelers},1.7526,NULL,Pittsburgh Steelers
671,Antwon Burton,Antwon Burton (born June 11 1983 in Buffalo New York) is an American football defensive tackle for the Virginia Destroyers of the United Football League. He was signed by the Denver Broncos as an undrafted free agent in 2006. He played college football at Temple.Burton has also been a member of the Cincinnati Bengals Kansas City Chiefs St. Louis Rams Carolina Panthers and Florida Tuskers.,139.7088,NULL,6/11/1983,NULL,1983-01-01T00:00:00+02:00,Denver Broncos,NULL,{Carolina Panthers|Cincinnati Bengals|Denver Broncos|St. Louis Rams|Sacramento Mountain Lions|Kansas City Chiefs|Virginia Destroyers},1.8796,Tackle (American and Canadian football),Virginia Destroyers
674,Aqib Talib,Aqib Talib (born February 13 1986) is an American football cornerback for the Denver Broncos of the National Football League (NFL). He was drafted by the Tampa Bay Buccaneers 20th overall in the 2008 NFL Draft. He has also played for the New England Patriots. He played college football for the University of Kansas where he received All-American honors.,92.988,NULL,2/13/1986,Cleveland,1986-01-01T00:00:00+02:00,Tampa Bay Buccaneers,2008-01-01T00:00:00+02:00,{Denver Broncos|New England Patriots|Tampa Bay Buccaneers},1.8542,Cornerback,Denver Broncos
681,Arian Foster,Arian Isa Foster (born August 24 1986) is an American football running back for the Houston Texans of the National Football League (NFL). He played college football for the University of Tennessee. He was signed by the Texans as an undrafted free agent in 2009 and was added to their active roster from the practice squad on November 17 2009. Foster is known for his vision to find rushing lanes and his signature Namaste bow which he frequently performs after scoring touchdowns.,102.9672,{Foster Arian Isa|Foster Arian I.},1986-08-23,Albuquerque New Mexico,1986-01-01T00:00:00+02:00,Houston Texans,NULL,Houston Texans,1.8542,Running back,Houston Texans
690,Armando Allen,Armando Allen Jr. (born April 30 1989) is an American football running back in the National Football League (NFL). He was signed by the Tampa Bay Buccaneers as an undrafted free agent in 2011. He played college football at Notre Dame.,90.2664,NULL,4/30/1989,Opa-locka Florida,1989-01-01T00:00:00+02:00,Chicago Bears,NULL,{Chicago Bears|Tampa Bay Buccaneers},1.7272,Running back,NULL
697,Armonty Bryant,Armonty Charles Bryant (born May 20 1990) is an American football outside linebacker for the Cleveland Browns of the National Football League (NFL). He was drafted by the Cleveland Browns in the seventh round of the 2013 NFL Draft. He played college football at East Central.,NULL,NULL,5/20/1990,Wichita Falls Texas,1990-01-01T00:00:00+02:00,Cleveland Browns,2013-01-01T00:00:00+02:00,Cleveland Browns,NULL,Linebacker,Cleveland Browns
701,Arnold Harrison,Arnold Harrison (born September 20 1982 in Augusta Georgia) is an American football linebacker for the Virginia Destroyers of the United Football League. He was signed by the Pittsburgh Steelers as an undrafted free agent in 2005. He played college football at Georgia.Harrison has also played for the Cleveland Browns and Florida Tuskers.,109.3176,NULL,9/20/1982,Georgia Bulldogs football,1982-01-01T00:00:00+02:00,Pittsburgh Steelers,NULL,{Cleveland Browns|Pittsburgh Steelers|Virginia Destroyers},1.905,NULL,Virginia Destroyers
728,Arthur Brown (American football),Arthur Brown Jr. (born June 17 1990) is an American football linebacker for the Baltimore Ravens of the National Football League (NFL). Brown played college football for Kansas State University and earned All-American honors. The Baltimore Ravens chose him in the second round of the 2013 NFL Draft.,NULL,Brown Arthur Jr.,6/17/1990,Wichita Kansas,1990-01-01T00:00:00+02:00,Baltimore Ravens,2013-01-01T00:00:00+02:00,Baltimore Ravens,NULL,Linebacker,Baltimore Ravens
